scn_name,Project,Project_id,Startpoint,bus_id_1,Point_1,Endpoint,bus_id_2,Point_2,Distance (km),Voltage,s_nom,cables,NOVA-Type,Distance
P161,BBPIG,66,Großkrotzenburg,32221.0,"8.958708591309906, 50.0826077912028",Dettingen,31104.0,"6.683107022192082, 51.57564552523084",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,230.82863220118293
P161,BBPIG,66,Dettingen,31104.0,"6.683107022192082, 51.57564552523084",Urberach,30878.0,"11.37040879051204, 48.29148987363752",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,496.4713302645547
P170,TYNDP,244,Uchtelfangen,30893.0,"6.934911668116749, 51.03353192133852",Ensdorf,32078.0,"7.031690662968545, 51.609442995662526",,380.0,,,"Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",64.42685442852611
P170,TYNDP,244,Ensdorf,32078.0,"7.031690662968545, 51.609442995662526",Bundesgrenze (FR),,POINT (6.773207879811455 49.2910742139778),,380.0,,,"Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",
P175,BBPIG,73,Wilhelmshaven 2,33048.0,"8.020290393908658, 50.92361692922066",Fedderwarden,31097.0,"6.6807962637334715, 51.646328801088394",,380.0,2629.6MVA,6.0,Errichtung einer Leitung: Neubau in neuer Trasse,123.27725577571954
P175,BBPIG,73,Wilhelmshaven 2,33048.0,"8.020290393908658, 50.92361692922066",Conneforde,31026.0,"8.052813201940419, 53.33191378148668",,380.0,2629.6MVA,6.0,Errichtung einer Leitung: Ersatz- neubau,267.97981258821494
P176,BBPIG,72,Eichstetten,31286.0,"8.702218487068025, 51.736352600067896",Bundesgrenze [FR],,POINT (7.753495510341039 48.09935573343809),,380.0,,3.0,Errichtung einer Leitung: Ersatz- neubau,
P200,BBPIG,74,Punkt Blatzheim,31466.0,"8.932880076577138, 52.19344813022315",Oberzier,30878.0,"11.37040879051204, 48.29148987363752",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,467.4936706874097
P204,TYNDP,231,Tiengen,30893.0,"6.934911668116749, 51.03353192133852",Bundesgrenze (CH),,POINT (8.258827663264396 47.6342088867097),,380.0,,3.0,"Errichtung einer Leitung:
Ersatzneubau",
P206,BBPIG,23,Herbertingen,31110.0,"6.65673525925894, 51.379523660262194",Kreis Konstanz ,,POINT (9.425344076806475 48.06443972503238),,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,
P206,BBPIG,23,Kreis Konstanz ,,,Beuren,32078.0,"7.031690662968545, 51.609442995662526",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,36.5025930247802
P206,BBPIG,23,Beuren,32078.0,"7.031690662968545, 51.609442995662526",Gurtweil / Tiengen,31138.0,"10.867567075348711, 48.53945547505515",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,438.05726640021453
P211,BBPIG,65,Gießen / Nord,33454.0,"13.25555505622874, 50.93017826674416",Karben,31040.0,"8.809948917696808, 50.203566664751136",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,325.11678008489986
P212,,,Landesbergen,31114.0,"8.563991876746766, 53.03191782682749",Grohnde,31085.0,"9.390175306207366, 52.02668689009703",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,125.12292026219204
P212,,,Grohnde,31085.0,"9.390175306207366, 52.02668689009703",Vörden,31104.0,"6.683107022192082, 51.57564552523084",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,193.3513411401711
P212,,,Vörden,31104.0,"6.683107022192082, 51.57564552523084",Würgassen,31033.0,"9.917180765726243, 52.27818419770801",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,235.7795804869005
P212,,,Würgassen,31033.0,"9.917180765726243, 52.27818419770801",Sandershausen / Ost,31581.0,"8.060057024612524, 53.62020261480346",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,194.6312054739634
P212,,,Sandershausen / Ost,31581.0,"8.060057024612524, 53.62020261480346",Bergshausen,31033.0,"9.917180765726243, 52.27818419770801",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,194.6312054739634
P212,,,Bergshausen,31033.0,"9.917180765726243, 52.27818419770801", Borken,30887.0,"6.85169033318656, 50.98414694486755",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,256.4457024059232
P215,BBPIG,52,Güstrow,31759.0,"12.18580202996256, 53.81602837061954",Bentwisch,31533.0,"12.114769928393569, 49.631152225899484",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,465.64342313750643
P215,BBPIG,52,Bentwisch,31533.0,"12.114769928393569, 49.631152225899484", Suchraum Gemeinden Sanitz/ Dettmannsdorf,,POINT (12.213671694775991 54.09974494582503),,380.0,,,Errichtung einer Leitung: Ersatz- neubau,
P216,BBPIG,53,Güstrow,31759.0,"12.18580202996256, 53.81602837061954",Siedenbrünzow,31097.0,"6.6807962637334715, 51.646328801088394",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,443.1966065196324
P216,BBPIG,53,Siedenbrünzow,31097.0,"6.6807962637334715, 51.646328801088394",Iven/Krusenfelde/Krien/ Spantekow/Wer- der/Bartow,,POINT (13.143068658999566 53.907546811967244),,380.0,,,Errichtung einer Leitung: Ersatz- neubau,
P216,BBPIG,53,Iven/Krusenfelde/Krien/ Spantekow/ Werder/Bartow,,,Pasewalk / Nord,35283.0,"14.033684493013668, 53.507523103743004",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,539.4556369724
P216,BBPIG,53,Pasewalk / Nord,35283.0,"14.033684493013668, 53.507523103743004",Pasewalk,30901.0,"6.842650702727905, 50.863538522235274",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,572.7005352247487
P221,TYNDP,267,50Hz T-Regalzone,,,Südschweden,31498.0,"13.15800426368283, 51.82837015543804",,,700MW,,"Errichtung einer Leitung: Neubau in
neuer Trasse",196.01807925645713
P222,BBPIG,47,Oberbachern,30878.0,"11.37040879051204, 48.29148987363752", Ottenhofen,31293.0,"11.868156362309199, 48.20680293969778",,380.0,2629.6MVA,6.0,Errichtung einer Leitung: Ersatz- neubau,38.14589950808614
P223,,,Güstrow,31759.0,"12.18580202996256, 53.81602837061954",Wessin,30955.0,"8.959009455774234, 52.27852956056669",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,275.82667823067925
P223,,,Wessin,30955.0,"8.959009455774234, 52.27852956056669",Görries,31614.0,"11.370591034721848, 53.60071538776719",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,218.923002678065
P223,,,Görries,31614.0,"11.370591034721848, 53.60071538776719",Klein Rogahn,31077.0,"10.235863189815383, 52.29345956917022",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,164.25649799774436
P223,,,Klein Rogahn,31077.0,"10.235863189815383, 52.29345956917022",Krümmel,31244.0,"9.775990807719905, 53.690669404243195",,380.0,2629.6MVA,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,158.52583417303478
P225,BBPIG,77,Altheim,30930.0,"13.5061273352059, 52.473825606560844",Isar,32780.0,"12.296883821275578, 48.60690994546696",,380.0,2629.6MVA,9.0,Errichtung einer Leitung: Neubau in neuer Trasse,438.5941207641946
P227,,,Lübeck / West,33618.0,"10.640952461335745, 53.919444277182414",Krümmel,31244.0,"9.775990807719905, 53.690669404243195",,380.0,2629.6MVA,6.0,Errichtung einer Leitung: Neubau in neuer Trasse,62.414795865358315
P228,BBPIG,59,Landesbergen,31114.0,"8.563991876746766, 53.03191782682749",Lehrte / Lahe,31838.0,"9.918175987940906, 52.38000537566891",,380.0,2629.6MVA,6.0,Errichtung einer Leitung: Ersatz- neubau,116.79140600341466
P228,BBPIG,59,Lehrte / Lahe,31838.0,"9.918175987940906, 52.38000537566891",Mehrum / Nord,34776.0,"10.087649794874086, 52.315125665613714",,380.0,2629.6MVA,6.0,Errichtung einer Leitung: Ersatz- neubau,13.619617153877071
P252,,,(Marzahn –) Biesdorf / Süd,,,Wuhlheide,30930.0,"13.5061273352059, 52.473825606560844",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,244.2604370041963
P302,BBPIG,68,Höpfingen,30867.0,"11.639339068563299, 48.17869599545106",Hüffenhardt,31826.0,"8.403502360406835, 52.60907601124505",,380.0,,3.0,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,543.7506156917196
P306,,,Großgartach,30972.0,"8.772275034667414, 49.974574340406285",Pulverdingen,30893.0,"6.934911668116749, 51.03353192133852",,380.0,,3.0,"Errichtung einer Leitung: Ersatzneubau, Parallelneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",175.68001665906127
P313,TYNDP,225,Dahlem,31023.0,"9.821583888142671, 52.42485528702232",Belgien.,31033.0,"9.917180765726243, 52.27818419770801",,380.0,mind. 1GW,,"Errichtung einer
Leitung: Neubau in
neuer Trasse",17.572558735845252
P315,BBPIG,63,Hanekenfähr,30865.0,"8.735135796743075, 50.159191553758134",Gronau,31085.0,"9.390175306207366, 52.02668689009703",,380.0,,6.0,"Errichtung einer Leitung: Ersatzneubau,
Errichtung einer Leitung: Paral- lelneubau",212.76426291057103
P328,BBPIG,70,Fedderwarden,31097.0,"6.6807962637334715, 51.646328801088394", Großbritannien,31241.0,"9.425344076806475, 48.06443972503238",,380.0,"1,4 GW",,Errichtung einer Leitung: Neubau in neuer Trasse,444.52631402787296
P330,,,Rittershausen,31033.0,"9.917180765726243, 52.27818419770801",Höpfingen,30867.0,"11.639339068563299, 48.17869599545106",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,472.230534229321
P355,,,Netzverstärkung Neuenhagen,33678.0,"13.710158941385528, 52.53912561098884",Heinersdorf – Eisenhüttenstadt,32509.0,"14.603938187245118, 52.174864548479",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,73.14920715542195
P355,,,Heinersdorf,32078.0,"7.031690662968545, 51.609442995662526",Eisenhüttenstadt,32509.0,"14.603938187245118, 52.174864548479",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,524.8325130795831
P355,,,Eisenhüttenstadt,32509.0,"14.603938187245118, 52.174864548479",Preilack,30972.0,"8.772275034667414, 49.974574340406285",,380.0,,6.0,Errichtung einer Leitung: Ersatz- neubau,476.19383215672565
P359,BBPIG,60,Stendal / West,31846.0,"11.727508020040295, 52.568641773335166",Wolmirstedt,31186.0,"11.507780016006695, 48.76113865788101",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,423.83763756699057
P367,TYNDP ,1047,Emden / Ost,31089.0,"7.44506934967185, 51.61850011435058",Eemshaven (Grenze,34124.0,"8.147837119262812, 53.56354694037817",,380.0,,3.0,Errichtung einer Leitung: Neubau in neuer Trasse,221.61688517719608
P402,,,Westerkappeln,31373.0,"12.94304061364577, 52.56256564446307",Gersteinwerk,31274.0,"11.004916950000002, 50.50741499934261",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,265.2454108134558
P403,BBPIG,64,Hattingen,31104.0,"6.683107022192082, 51.57564552523084",Linderhausen,30925.0,"9.215650199269069, 48.85230535501612",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,352.70973584909063
P403,BBPIG,64,Linderhausen,30925.0,"9.215650199269069, 48.85230535501612",Linde,31085.0,"9.390175306207366, 52.02668689009703",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,353.3274693069646
P406,BBPIG,71,Aach,30962.0,"12.469645157342972, 51.37166411554276",Bofferdange,31110.0,"6.65673525925894, 51.379523660262194",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,404.64443786105755
P408,,,Eiberg,30906.0,"7.1924101684630415, 50.798900164895514",Bochum,30887.0,"6.85169033318656, 50.98414694486755",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,31.6134949934102
P408,,,Bochum,30887.0,"6.85169033318656, 50.98414694486755",Hattingen,31104.0,"6.683107022192082, 51.57564552523084",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,66.84933990676072
P408,,,Emscherbruch,31274.0,"11.004916950000002, 50.50741499934261",Bochum / Eiberg,32720.0,"7.1793735100712075, 51.47220069047802",,380.0,,6.0,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,289.20887339060585
P450,BBPIG,60,Putlitz / Süd,34773.0,"12.087770145624637, 53.25096102751974",Putlitz,31211.0,"13.103170798561646, 48.666822143269734",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,514.924555871056
P450,BBPIG,60,Putlitz,31211.0,"13.103170798561646, 48.666822143269734",Perleberg,31093.0,"6.577290606676847, 51.55639121788975",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,566.4074205526246
P450,BBPIG,60,Perleberg,31093.0,"6.577290606676847, 51.55639121788975",Stendal / West,31846.0,"11.727508020040295, 52.568641773335166",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,370.6404041015731
P450,BBPIG,60,Güstrow,31759.0,"12.18580202996256, 53.81602837061954",Siedenbrünzow,31097.0,"6.6807962637334715, 51.646328801088394",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,443.1966065196324
P450,BBPIG,60,Siedenbrünzow,31097.0,"6.6807962637334715, 51.646328801088394",Putlitz / Süd,34773.0,"12.087770145624637, 53.25096102751974",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,408.5433419668871
P451,BBPIG,62,Graustein,30925.0,"9.215650199269069, 48.85230535501612",Bärwalde,31418.0,"7.0235445557801786, 50.99906843090559",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,285.96412911709905
P462,BBPIG,75,Aachen,30878.0,"11.37040879051204, 48.29148987363752",Zukunft,31248.0,"6.300916694699705, 50.82893923288616",,380.0,,,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",462.60075600436875
P462,BBPIG,75,Zukunft,31248.0,"6.300916694699705, 50.82893923288616",Verlautenheide,30930.0,"13.5061273352059, 52.473825606560844",,380.0,,,"Errichtung einer Leitung: Ersatzneubau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung",530.9127697437065
P464,,,Punkt Fraulautern,,,Saarwellingen,30893.0,"6.934911668116749, 51.03353192133852",,80.0,,6.0,Errichtung einer Leitung: Ersatzneubau,50.04555573073451
P464,,,Diefflen,31118.0,"9.501790032393501, 53.54281468005007",Saarwellingen,30893.0,"6.934911668116749, 51.03353192133852",,380.0,,9.0,Errichtung einer Leitung: Ersatzneubau,329.5558438127403
P464,,,Punkt Fraulautern,,,Saarwellingen,30893.0,"6.934911668116749, 51.03353192133852",,380.0,,6.0,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,329.5558438127403
P500,,,Aschaffenburg/neu,32547.0,"9.089693390602573, 49.968496880547754",Urberach,30878.0,"11.37040879051204, 48.29148987363752",,380.0,,6.0,Errichtung einer Leitung: Neubau in neuer Trasse,249.95398193986549
P501,,,Gersteinwerk,31274.0,"11.004916950000002, 50.50741499934261",Lippe,31350.0,"7.136855967198004, 50.642920980208515",,380.0,,12.0,Errichtung einer Leitung: Ersatz- neubau,274.38391416851783
P501,,,Lippe,31350.0,"7.136855967198004, 50.642920980208515",Mengede,31035.0,"11.440779465395813, 48.17180539168197",,380.0,,12.0,Errichtung einer Leitung: Ersatz- neubau,415.9219584287555
P502,,,Walsum,30934.0,"7.023309809364244, 51.625703743245474",Beeck,31223.0,"6.868045010993376, 51.37447481072721",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,29.958498841690062
P503,,,Niederrhein,31097.0,"6.6807962637334715, 51.646328801088394",Walsum,30934.0,"7.023309809364244, 51.625703743245474",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,23.824202600574736
P504,,,Sechtem,30904.0,"6.972459875900362, 50.79563726078529",Weissenthurm,31033.0,"9.917180765726243, 52.27818419770801",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,262.55256584038887
P505,,,Niederstedem,31097.0,"6.6807962637334715, 51.646328801088394",Bauler,34098.0,"7.195979372179286, 51.411575331958",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,44.27582453494378
P505,,,Bauler,34098.0,"7.195979372179286, 51.411575331958",Bundesgrenze Luxemburg,31577.0,"12.150406582428232, 49.01275130704451",,380.0,,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,442.85368397551025
P509,,,Limburg,30873.0,"9.908850396108344, 53.488048569222116",Eschborn,32020.0,"6.787529932227501, 51.50554942577105",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,305.8926368125132
P509,,,Eschborn,32020.0,"6.787529932227501, 51.50554942577105",Kriftel,31244.0,"9.775990807719905, 53.690669404243195",,380.0,,3.0,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,316.3752019440725
P528,,,Lauchstädt,30962.0,"12.469645157342972, 51.37166411554276",Leuna / Merseburg / Weißenfels,,POINT (11.894609645338448 51.406527815825655),,380.0,,,Errichtung einer Leitung: Ersatz- neubau,
P528,,,Leuna / Merseburg / Weißenfels,,,Pulgar,31126.0,"8.480095303151476, 50.59092047197062",,380.0,,,Errichtung einer Leitung: Ersatz- neubau,293.27997729765053
P531,,,Thyrow,31549.0,"13.306340695859848, 52.23082066002767",Mahlow,31062.0,"10.365338662586142, 52.28466156477866",,380.0,,6.0,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",200.89564762547505
P531,,,Mahlow,31062.0,"10.365338662586142, 52.28466156477866", Berlin / Südost / Lichterfelde,,,,380.0,,6.0,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",
P531,,, Berlin / Südost / Lichterfelde,,,Mitte,31138.0,"10.867567075348711, 48.53945547505515",,380.0,,6.0,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Ersatz- neubau",418.1289969160688
P531,,,Malchow,31874.0,"7.123084146476573, 51.171584832548554",Moabit,31507.0,"9.113284847390235, 52.54385184852183",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,205.19984943781745
P531,,,Moabit,31507.0,"9.113284847390235, 52.54385184852183", Reuter,31307.0,"9.562823506395988, 48.701489860974824",,380.0,,,Errichtung einer Leitung: Neubau in neuer Trasse,428.6078098823321
