scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Project,Project_id,Startpoint,subst_name1,bus_id_1,matching1%,matching2%,Coordinate0,Endpoint,subst_name2,bus_id_2,Cordinate1,Distance,Voltage,s_nom.1,NOVA-Type,Comments,Coordinate1,,,
P43,29421,31544,33828,,AC,,,,,,,,,1,2031,40,,43.2832441804601,6,,,,,,,,BBPIG,17,Mecklar,Mecklar,31544,100,100,9.746026530326525 50.9174270688464,Dipperz,Dipperz,33828,9.7741505806389,50.5287493804833,43.28324418,380,2629.6MVA,Errichtung einer Leitung: Paral- lelneubau,Stromtragfähigkeit 4000A,9.774150580638903 50.52874938048326,,
P43,29422,33828,31160,,AC,,,,,,,,,1,2031,40,,66.0360319365674,6,,,,,,,,BBPIG,17,Dipperz,Dipperz,33828,100,57.78,9.774150580638903 50.52874938048326,Bergrheinfeld / West,Umspannwerk Bergrheinfeld,31160,10.1603033126678,49.9891567494573,66.03603194,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 4000A,10.16030331266777 49.98915674945729,,
P51,29423,32376,32418,,AC,,,,,,,,,1,2030,40,,40.6054589398234,,,,,,,,,BBPIG,22,Großgartach,Süwag-Umspannwerk Großgartach,32376,55,62.5,9.143177240658266 49.14352562982289,Endersbach,Umspannwerk Endersbach,32418,9.37758875762079,48.8126049655526,40.60545894,380,,"Errichtung einer Leitung: Ersatzneubau
Errichtung einer Leitung: Paral- lelneubau",,9.377588757620794 48.81260496555262,,
P52,29424,34890,,,AC,,,,,,,,,1,2030,40,,,,,,,,,,,BBPIG,40,Neuravensburg,Umspannwerk Neubrandenburg,34890,56.41,,13.280055549479556 53.57011111061607,Sigmarszell/Bundes- grenze (AT),,,,,380,,Errichtung einer Leitung: Ersatz- neubau,,,,,
P53,29425,31156,35354,,AC,,,,,,,,,1,2029,40,,483.973854315483,6,,,,,,,,BBPIG,41,Raitersaich/West,Umspannwerk Raitersaich,31156,56.41,62.5,10.843117833298242 49.37869267500462,Ludersheim,Umspannwerk Ludersheim,35354,11.3271442341894,49.3940090682617,483.9738543,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,11.327144234189406 49.394009068261695,,
P53,29426,35354,31176,,AC,,,,,,,,,1,2029,40,,70.5270894364434,6,,,,,,,,BBPIG,41,Ludersheim,Umspannwerk Ludersheim,35354,62.5,57.14,11.327144234189406 49.394009068261695,Sittling,Umspannwerk Sittling,31176,11.792413892027,48.838224050092,70.52708944,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,11.79241389202698 48.83822405009197,,
P53,29427,31176,,,AC,,,,,,,,,1,2029,40,,,6,,,,,,,,BBPIG,41,Sittling,Umspannwerk Sittling,31176,57.14,,11.79241389202698 48.83822405009197,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,,,,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,,,,
P53,29428,,32778,,AC,,,,,,,,,1,2029,40,,42.2188020654785,6,,,,,,,,BBPIG,41,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,,,53.85,,Altheim,Umspannwerk Altheim,32778,12.2208354000579,48.5857329988307,42.21880207,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,12.220835400057918 48.58573299883071,,
P72,29429,35318,32760,,AC,,,,,,,,,1,2027,40,,568.770388346325,6,,,,,,,,BBPIG,42,Lübeck / West,Umspannwerk Lübeck,35318,38.71,45.45,10.642246098937843 53.91873742551526,Siems,Umspannwerk Siems,32760,10.7608353272666,53.9097453646486,568.7703883,380,,Errichtung einer Leitung: Ersatz- neubau,,10.760835327266594 53.90974536464864,,
P72,29430,32760,35568,,AC,,,,,,,,,1,2027,40,,43.69319718895,6,,,,,,,,BBPIG,42,Siems,Umspannwerk Siems,32760,45.45,32,10.760835327266594 53.90974536464864,Göhl,Umspannwerk Göhl Wind,35568,10.9328163652751,54.2890557974472,43.69319719,380,,Errichtung einer Leitung: Neubau in neuer Trasse,,10.932816365275096 54.28905579744723,,
P74,29431,31681,32585,,AC,,,,,,,,,1,2030,40,,62.5156403011664,,,,,,,,,TYNDP,47,Vöhringen,Vöhringen LEW,31681,81.82,50,10.083751340058905 48.268867496576966,Leupolz,Umspannanlage Leupolz,32585,10.3624997384745,47.7386599439854,62.5156403,380,,"Errichtung einer Leitung: Ersatzneubau;
Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",Spannungsumstellung mit Stromkreisauflage/Umbeseilung  ,10.362499738474474 47.73865994398536,,
P74,29432,32585,,,AC,,,,,,,,,1,2030,40,,,,,,,,,,,TYNDP,47,Leupolz,Umspannanlage Leupolz,32585,50,,10.362499738474474 47.73865994398536,Punkt Bundesgrenze (AT),,,,,380,,"Errichtung einer Leitung: Ersatzneubau;
Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",Spannungsumstellung mit Stromkreisauflage/Umbeseilung  ,,,,
P84,29433,30888,30998,,AC,,,,,,,,,1,2032,40,,647.223602511557,,,,,,,,,BBPIG,51,Hamburg Nord,Hamburg Nord,30888,100,100,9.984058791561045 53.74147911149971,Hamburg/Ost,Hamburg/Ost,30998,10.1582042400578,53.5554103306041,647.2236025,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung,10.15820424005784 53.555410330604104,,
P84,29434,30998,35280,,AC,,,,,,,,,1,2032,40,,23.5007416592826,12,,,,,,,,BBPIG,51,Hamburg/Ost,Hamburg/Ost,30998,100,53.85,10.15820424005784 53.555410330604104,Krümmel,Umspannwerk Krümmel,35280,10.4182993615457,53.4121654986256,23.50074166,380,,Errichtung einer Leitung: Ersatz- neubau,,10.418299361545674 53.412165498625626,,
P112,29435,31211,33048,,AC,,,,,,,,,1,2030,40,,443.618288787306,6,,,,,,,,BBPIG,32,Pleinting,Umspannwerk Pleinting,31211,60,50,13.103170798561646 48.666822143269734,St.Peter,Setzer Wiese,33048,8.02029039390866,50.9236169292207,443.6182888,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.020290393908658 50.92361692922066,,
P112,29436,33048,33060,,AC,,,,,,,,,1,2030,40,,63.3429657450501,6,,,,,,,,BBPIG,32,St.Peter,Setzer Wiese,33048,50,50,8.020290393908658 50.92361692922066,Pirach,Umspannwerk Pirach,33060,12.7474625322312,48.1487453438436,63.34296575,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,12.747462532231154 48.1487453438436,,
P113,29437,35280,31456,,AC,,,,,,,,,1,2031,40,,21.6113470731278,6,,,,,,,,BBPIG,58,Krümmel,Umspannwerk Krümmel,35280,53.85,57.14,10.418299361545674 53.412165498625626,Lüneburg,Umspannwerk Lüneburg,31456,10.3788942477535,53.219418968974,21.61134707,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,10.37889424775347 53.219418968974026,,
P113,29438,31456,31458,,AC,,,,,,,,,1,2031,40,,25.1567685125532,6,,,,,,,,BBPIG,58,Lüneburg,Umspannwerk Lüneburg,31456,57.14,100,10.37889424775347 53.219418968974026,Stadorf,Stadorf,31458,10.3815443700512,52.9933741031192,25.15676851,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,10.38154437005121 52.993374103119166,,
P113,29439,31458,31062,,AC,,,,,,,,,1,2031,40,,78.8727761636304,6,,,,,,,,BBPIG,58,Stadorf,Stadorf,31458,100,58.82,10.38154437005121 52.993374103119166,Wahle,Wahle 380 kV,31062,10.3653386625861,52.2846615647787,78.87277616,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,10.365338662586142 52.28466156477866,,
P116,29440,31117,33494,,AC,,,,,,,,,1,2033,40,,50.6213936906668,6,,,,,,,,BBPIG,57,Dollern,Dollern,31117,100,51.85,9.501790032393501 53.54281468005007,Samtgemeinde Sottrum,Sottrum,33494,9.24951109760078,53.113770117612,50.62139369,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,9.249511097600784 53.11377011761198,,
P116,29441,33494,31503,,AC,,,,,,,,,1,2033,40,,80.4067555867426,6,,,,,,,,BBPIG,57,Samtgemeinde Sottrum,Sottrum,33494,51.85,100,9.249511097600784 53.11377011761198,Wechold,Wechold,31503,9.14508445171835,52.8527975389346,80.40675559,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,9.145084451718349 52.85279753893464,,
P116,29442,31503,33550,,AC,,,,,,,,,1,2033,40,,30.7447606301588,6,,,,,,,,BBPIG,57,Wechold,Wechold,31503,100,63.83,9.145084451718349 52.85279753893464,Punkt Landesbergen ,Wasserkraftwerk Landesbergen,33550,9.10875052365713,52.57739935542,30.74476063,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,9.108750523657129 52.577399355419985,,
P116,29443,33550,31136,,AC,,,,,,,,,1,2033,40,,51.9457700426723,6,,,,,,,,BBPIG,57,Landesbergen (Steyerberg),Wasserkraftwerk Landesbergen,33550,45.28,58.06,9.108750523657129 52.577399355419985,Ovenstädt,Schaltanlage Ovenstädt,31136,8.93969256563187,52.4030332870665,51.94577004,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.939692565631868 52.40303328706645,,
P119,29444,31026,31472,,AC,,,,,,,,,1,2031,40,,11.8810144321426,6,,,,,,,,BBPIG,56,Conneforde,Conneforde,31026,100,60.87,8.052813201940419 53.33191378148668,Suchraum Rastede,Rastede,31472,8.18373532163531,53.2594974327624,11.88101443,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.183735321635314 53.259497432762444,,
P119,29445,31472,35202,,AC,,,,,,,,,1,2031,40,,25.6251867071439,6,,,,,,,,BBPIG,56,Suchraum Rastede,Rastede,31472,60.87,65,8.183735321635314 53.259497432762444,Elsfleth /West,Schaltanlage Elsfleth/West,35202,8.40297694944665,53.23714683132,25.62518671,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.402976949446648 53.237146831320025,,
P119,29446,35202,32281,,AC,,,,,,,,,1,2031,40,,16.9023289427223,6,,,,,,,,BBPIG,56,Elsfleth /West,Schaltanlage Elsfleth/West,35202,65,100,8.402976949446648 53.237146831320025,Huntorf,Huntorf,32281,8.40896972319239,53.19024535355,16.90232894,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.408969723192392 53.19024535355,,
P119,29447,35202,34664,,AC,,,,,,,,,1,2031,40,,31.4048505192022,6,,,,,,,,BBPIG,56,Elsfleth / West,Schaltanlage Elsfleth/West,35202,63.41,69.23,8.402976949446648 53.237146831320025,Abzweig Blockland,Blockland,34664,8.82002490800618,53.1073883225196,31.40485052,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.820024908006184 53.10738832251962,,
P119,29448,34664,33494,,AC,,,,,,,,,1,2031,40,,28.7695120524897,6,,,,,,,,BBPIG,56,Abzweig Blockland,Blockland,34664,69.23,51.85,8.820024908006184 53.10738832251962,Samtgemeinde Sottrum,Sottrum,33494,9.24951109760078,53.113770117612,28.76951205,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,9.249511097600784 53.11377011761198,,
P124,29449,31318,31811,,AC,,,,,,,,,1,2028,40,,76.6927250672183,,,,,,,,,BBPIG,60,Wolmirstedt,Umspannwerk Wolmirstedt,31318,64.71,71.43,11.6401668419024 52.26899390911886,Klostermansfeld,Umspannwerk Klostermansfeld,31811,11.5163247176078,51.5839853610142,76.69272507,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung,11.516324717607773 51.583985361014165,,
P124,29450,31811,36087,,AC,,,,,,,,,1,2028,40,,358.58594478771,,,,,,,,,BBPIG,60,Klostermansfeld,Umspannwerk Klostermansfeld,31811,71.43,48.89,11.516324717607773 51.583985361014165, Schraplau / Obhausen,Umspannwerk Scharnhausen,36087,9.24531477562628,48.7090026142008,358.5859448,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung,9.245314775626282 48.70900261420076,,
P124,29451,36087,31602,,AC,,,,,,,,,1,2028,40,,32.8628817931919,,,,,,,,,BBPIG,60, Schraplau / Obhausen,Umspannwerk Scharnhausen,36087,48.89,62.5,9.245314775626282 48.70900261420076,Lauchstädt,Umspannwerk Lauchstädt,31602,11.8946096453384,51.4065278158257,32.86288179,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung,11.894609645338448 51.406527815825655,,
P133,29452,31595,33811,,AC,,,,,,,,,1,2031,40,,189.746855109036,,,,,,,,,BBPIG,65,Borken,Station Borken,31595,60,60.87,6.879875750355082 51.83942507749201,Gießen / Nord,Gießen/Ost,33811,8.73384211154237,50.5930139262016,189.7468551,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung, Stromtragfähigkeit 4000A,8.733842111542375 50.593013926201564,
P135,29453,31136,31053,,AC,,,,,,,,,1,2031,40,,41.5972579326904,,,,,,,,,BBPIG,57,Ovenstädt,Schaltanlage Ovenstädt,31136,58.06,100,8.939692565631868 52.40303328706645,Eickum,Eickum,31053,8.57144694761231,52.1052436712536,41.59725793,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung, Stromtragfähigkeit 4000A,8.571446947612305 52.10524367125356,
P135,29454,31053,35362,,AC,,,,,,,,,1,2031,40,,13.2548276873724,,,,,,,,,BBPIG,57,Eickum,Eickum,31053,100,96.3,8.571446947612305 52.10524367125356, Bechterdissen,Bechterdissen,35362,8.65921462337954,51.9991169566767,13.25482769,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung, Stromtragfähigkeit 4000A,8.659214623379542 51.9991169566767,
P150,29455,32754,34108,,AC,,,,,,,,,1,2029,40,,166.637111608853,3,,,,,,,,BBPIG,44,Schraplau / Obhausen,Schalthaus 1,32754,56.25,100,7.324377193244062 51.431977965299204,Wolkramshausen,Wolkramshausen,34108,10.734669450629,51.4401867901572,166.6371116,380,,Errichtung einer Leitung: Ersatz- neubau,,10.734669450629001 51.44018679015725,,
P150,29456,34108,33753,,AC,,,,,,,,,1,2029,40,,56.151514284713,3,,,,,,,,BBPIG,44,Wolkramshausen,Wolkramshausen,34108,100,62.5,10.734669450629001 51.44018679015725,Vieselbach,Umspannwerk Vieselbach,33753,11.1232462849605,50.998375451493,56.15151428,380,,Errichtung einer Leitung: Ersatz- neubau,,11.12324628496046 50.99837545149305,,
P159,29457,33900,32942,,AC,,,,,,,,,1,2029,40,,191.394458501843,3,,,,,,,,BBPIG,67,Bürstadt,Station Bürstadt,33900,66.67,42.86,8.419373160819056 49.63371907511068,Punkt Roxheim,Station Pulheim,32942,6.79056284422009,51.0023883415075,191.3944585,380,,Errichtung einer Leitung: Par- allelneubau,,6.790562844220094 51.00238834150748,,
P159,29458,32942,34001,,AC,,,,,,,,,1,2029,40,,11.7162835624226,3,,,,,,,,BBPIG,67,Punkt Roxheim,Station Pulheim,32942,42.86,100,6.790562844220094 51.00238834150748,BASF,BASF,34001,8.40828877363479,49.5286235220172,11.71628356,380,,Errichtung einer Leitung: Neubau in neuer Trasse,,8.40828877363479 49.528623522017185,,
P159,29459,32942,34001,,AC,,,,,,,,,1,2029,40,,200.434122221047,3,,,,,,,,BBPIG,67,Punkt Roxheim,Station Pulheim,32942,42.86,100,6.790562844220094 51.00238834150748,BASF,BASF,34001,8.40828877363479,49.5286235220172,200.4341222,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,,8.40828877363479 49.528623522017185,,
P161,29460,32221,32218,,AC,,,,,,,,,1,2028,40,,3.32106444835561,,,,,,,,,BBPIG,66,Großkrotzenburg,Großkrotzenburg,32221,100,60,8.958708591309906 50.0826077912028,Dettingen,Umspannwerk Dettingen,32218,8.98950736865504,50.0602798063928,3.321064448,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung,8.98950736865504 50.060279806392764,,
P161,29461,32218,30972,,AC,,,,,,,,,1,2028,40,,18.2557110836558,,,,,,,,,BBPIG,66,Dettingen,Umspannwerk Dettingen,32218,60,57.14,8.98950736865504 50.060279806392764,Urberach,Umspannwerk Urberach,30972,8.77227503466741,49.9745743404063,18.25571108,380,,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTLS Umbeseilung,8.772275034667414 49.974574340406285,,
P170,29462,32533,32815,,AC,,,,,,,,,1,,40,,18.7422428721138,,,,,,,,,TYNDP,244,Uchtelfangen,Umspannwerk Uchtelfangen,32533,66.67,50,6.996454674906002 49.37541496021159,Ensdorf,Umspannanlage Ensdorf,32815,6.77320787981146,49.2910742139778,18.74224287,380,,"Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",HTLS Umbeseilung,6.773207879811455 49.2910742139778,,
P170,29463,32815,35860,,AC,,,,,,,,,1,,40,,182.684434080121,,,,,,,,,TYNDP,244,Ensdorf,Umspannanlage Ensdorf,32815,50,35.56,6.773207879811455 49.2910742139778,Bundesgrenze (FR),Umspannwerk Bludenzer Straße,35860,9.16509772552498,48.8144092661814,182.6844341,380,,"Änderung oder Erweiterung einer Leitung:
Zu- oder Umbeseilung",HTLS Umbeseilung,9.165097725524976 48.81440926618144,,
P175,29464,34123,35036,,AC,,,,,,,,,1,2029,40,,482.868810591332,6,,,,,,,,BBPIG,73,Wilhelmshaven 2,Umspannwerk Kraftwerk Wilhelmshaven,34123,52,100,8.147837119262812 53.56354694037817,Fedderwarden,Fedderwarden,35036,8.06367245532827,53.5557809246326,482.8688106,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse,Stromtragfähigkeit 4000A,8.063672455328268 53.55578092463257,,
P175,29465,34123,31026,,AC,,,,,,,,,1,2029,40,,26.5413620673699,6,,,,,,,,BBPIG,73,Wilhelmshaven 2,Umspannwerk Kraftwerk Wilhelmshaven,34123,52,100,8.147837119262812 53.56354694037817,Conneforde,Conneforde,31026,8.05281320194042,53.3319137814867,26.54136207,380,2629.6MVA,Errichtung einer Leitung: Ersatz- neubau,Stromtragfähigkeit 4000A,8.052813201940419 53.33191378148668,,
P176,29466,34709,35860,,AC,,,,,,,,,1,2026,40,,131.234073778104,3,,,,,,,,BBPIG,72,Eichstetten,380-kV-Umspannwerk Eichstetten,34709,53.66,35.56,7.753495510341039 48.09935573343809,Bundesgrenze [FR],Umspannwerk Bludenzer Straße,35860,9.16509772552498,48.8144092661814,131.2340738,380,,Errichtung einer Leitung: Ersatz- neubau,,9.165097725524976 48.81440926618144,,
P200,29467,32942,31332,,AC,,,,,,,,,1,2027,40,,322.279659799124,6,,,,,,,,BBPIG,74,Punkt Blatzheim,Station Pulheim,32942,46.67,66.67,6.790562844220094 51.00238834150748,Oberzier,Station Oberzier,31332,6.45770044040546,50.8714902904108,322.2796598,380,,Errichtung einer Leitung: Ersatz- neubau,,6.457700440405455 50.87149029041084,,
P204,29468,31715,35860,,AC,,,,,,,,,1,230,40,,147.49677120931,3,,,,,,,,TYNDP,231,Tiengen,Tiengen,31715,100,35.56,8.258827663264396 47.6342088867097,Bundesgrenze (CH),Umspannwerk Bludenzer Straße,35860,9.16509772552498,48.8144092661814,147.4967712,380,,"Errichtung einer Leitung:
Ersatzneubau",,9.165097725524976 48.81440926618144,,
P206,29469,31240,35432,,AC,,,,,,,,,1,2032,40,,175.210282591112,6,,,,,,,,BBPIG,23,Herbertingen,Umspannwerk Herbertingen,31240,66.67,35,9.425344076806475 48.06443972503238,Kreis Konstanz ,Umspannwerk Freising/West,35432,11.727421481025,48.4077776487678,175.2102826,380,,Errichtung einer Leitung: Ersatz- neubau,,11.727421481025022 48.40777764876781,,
P206,29470,35432,33333,,AC,,,,,,,,,1,2032,40,,50.9673683550032,6,,,,,,,,BBPIG,23,Kreis Konstanz ,Umspannwerk Freising/West,35432,35,100,11.727421481025022 48.40777764876781,Beuren,Beuren,33333,8.86152579758899,47.8064353547178,50.96736836,380,,Errichtung einer Leitung: Ersatz- neubau,,8.861525797588994 47.80643535471784,,
P206,29471,33333,32426,,AC,,,,,,,,,1,2032,40,,590.142694138473,6,,,,,,,,BBPIG,23,Beuren,Beuren,33333,100,55.17,8.861525797588994 47.80643535471784,Gurtweil / Tiengen,Gröpelingen,32426,8.75844278958822,53.111266394992,590.1426941,380,,Errichtung einer Leitung: Ersatz- neubau,,8.758442789588218 53.111266394992,,
P211,29472,33811,31039,,AC,,,,,,,,,1,2031,40,,266.611213337435,,,,,,,,,BBPIG,65,Gießen / Nord,Gießen/Ost,33811,60.87,50,8.733842111542375 50.593013926201564,Karben,Umspannwerk Karben,31039,8.80994891769681,50.2035666647511,266.6112133,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,8.809948917696808 50.203566664751136,
P212,29473,33550,31084,,AC,,,,,,,,,1,2040,40,,64.2159979763591,,,,,,,,,,,Landesbergen,Wasserkraftwerk Landesbergen,33550,60,100,9.108750523657129 52.577399355419985,Grohnde,Grohnde,31084,9.39017530620737,52.026686890097,64.21599798,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,9.390175306207366 52.02668689009703,
P212,29474,31084,32251,,AC,,,,,,,,,1,2040,40,,26.3157430574372,,,,,,,,,,,Grohnde,Grohnde,31084,100,100,9.390175306207366 52.02668689009703,Vörden,Vörden,32251,9.22811132588595,51.8124540027314,26.31574306,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,9.228111325885946 51.81245400273137,
P212,29475,32251,34779,,AC,,,,,,,,,1,2040,40,,22.0575197860434,,,,,,,,,,,Vörden,Vörden,32251,100,100,9.228111325885946 51.81245400273137,Würgassen,Würgassen,34779,9.38764075511986,51.6407349064305,22.05751979,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,9.387640755119856 51.64073490643047,
P212,29476,34779,34965,,AC,,,,,,,,,1,2040,40,,37.055396143507,,,,,,,,,,,Würgassen,Würgassen,34779,100,94.44,9.387640755119856 51.64073490643047,Sandershausen / Ost,Sandershausen/Ost,34965,9.58527841535772,51.331375237924,37.05539614,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,9.585278415357719 51.33137523792403,
P212,29477,34965,34096,,AC,,,,,,,,,1,2040,40,,43.3693595968157,,,,,,,,,,,Sandershausen / Ost,Sandershausen/Ost,34965,94.44,64.71,9.585278415357719 51.33137523792403,Bergshausen,Umspannwerk Bergshausen,34096,9.51383068132117,51.2589793694876,43.3693596,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,9.513830681321172 51.25897936948762,
P212,29478,34096,31595,,AC,,,,,,,,,1,2040,40,,193.770042961893,,,,,,,,,,,Bergshausen,Umspannwerk Bergshausen,34096,64.71,66.67,9.513830681321172 51.25897936948762, Borken,Station Borken,31595,6.87987575035508,51.839425077492,193.770043,380,2629.6MVA,Änderung oder Erweiterung einer Leitung: Zu- oder Umbe- seilung,HTL Umbeseilung,Stromtragfähigkeit 4000A,6.879875750355082 51.83942507749201,
P215,29479,34884,31761,,AC,,,,,,,,,1,2030,40,,34.0873527888697,,,,,,,,,BBPIG,52,Güstrow,Umspannstation Güstrow Umweltpark,34884,35,81.82,12.20669507272273 53.793518103553104,Bentwisch,Bentwisch HGÜ,31761,12.213671694776,54.099744945825,34.08735279,380,,Errichtung einer Leitung: Ersatz- neubau,,12.213671694775991 54.09974494582503,,
P215,29480,31761,,,AC,,,,,,,,,1,2030,40,,,,,,,,,,,BBPIG,52,Bentwisch,Bentwisch HGÜ,31761,81.82,,12.213671694775991 54.09974494582503, Suchraum Gemeinden Sanitz/ Dettmannsdorf,,,,,380,,Errichtung einer Leitung: Ersatz- neubau,,,,,
